sku,_store,_attribute_set,_type,_category,_root_category,_product_websites,brand,color,cost,country_of_manufacture,created_at,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,fabric_care,gallery,gift_message_available,has_options,image,image_label,manufacturer,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,news_from_date,news_to_date,options_container,page_layout,price,primary_colour,required_options,short_description,size,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10009-pureblack-s,,Default,simple,Men,"Default Category",base,Uniqlo,,,,"2015-11-11 21:48:35",,,,,"Full description for ""Arsenal Men's Tennis"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Men's Tennis"" coming soon...","Arsenal Men's Tennis","Arsenal Men's Tennis",,,,,"Arsenal Men's Tennis",,,"Product Info Column",,4.9900,black,0,"Full description for ""Arsenal Men's Tennis"" coming soon...",S,,,,,,1,4,,,"2015-11-11 21:48:35",arsenal-men-s-tennis,arsenal-men-s-tennis-74.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10009-pureblack-m,,Default,simple,Men,"Default Category",base,Uniqlo,,,,"2015-11-11 21:48:36",,,,,"Full description for ""Arsenal Men's Tennis"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Men's Tennis"" coming soon...","Arsenal Men's Tennis","Arsenal Men's Tennis",,,,,"Arsenal Men's Tennis",,,"Product Info Column",,4.9900,black,0,"Full description for ""Arsenal Men's Tennis"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:48:36",arsenal-men-s-tennis,arsenal-men-s-tennis-75.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10009-pureblack-l,,Default,simple,Men,"Default Category",base,Uniqlo,,,,"2015-11-11 21:48:36",,,,,"Full description for ""Arsenal Men's Tennis"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Men's Tennis"" coming soon...","Arsenal Men's Tennis","Arsenal Men's Tennis",,,,,"Arsenal Men's Tennis",,,"Product Info Column",,4.9900,black,0,"Full description for ""Arsenal Men's Tennis"" coming soon...",L,,,,,,1,4,,,"2015-11-11 21:48:36",arsenal-men-s-tennis,arsenal-men-s-tennis-76.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10009-pureblack-xl,,Default,simple,Men,"Default Category",base,Uniqlo,,,,"2015-11-11 21:48:36",,,,,"Full description for ""Arsenal Men's Tennis"" coming soon...",,,,0,,,,,"Full description for ""Arsenal Men's Tennis"" coming soon...","Arsenal Men's Tennis","Arsenal Men's Tennis",,,,,"Arsenal Men's Tennis",,,"Product Info Column",,4.9900,black,0,"Full description for ""Arsenal Men's Tennis"" coming soon...",XL,,,,,,1,4,,,"2015-11-11 21:48:36",arsenal-men-s-tennis,arsenal-men-s-tennis-77.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010-turquoise-m,,Default,simple,Men,"Default Category",base,Independent,,,,"2015-11-11 21:48:36",,,,,"Full description for ""Chelsea Men's Casual"" coming soon...",,,,0,,,,,"Full description for ""Chelsea Men's Casual"" coming soon...","Chelsea Men's Casual","Chelsea Men's Casual",,,,,"Chelsea Men's Casual",,,"Product Info Column",,9.9900,green,0,"Full description for ""Chelsea Men's Casual"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:48:36",chelsea-men-s-casual,chelsea-men-s-casual.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010-skyblue-m,,Default,simple,Men,"Default Category",base,Independent,,,,"2015-11-11 21:48:36",,,,,"Full description for ""Chelsea Men's Casual"" coming soon...",,,,0,,,,,"Full description for ""Chelsea Men's Casual"" coming soon...","Chelsea Men's Casual","Chelsea Men's Casual",,,,,"Chelsea Men's Casual",,,"Product Info Column",,9.9900,blue,0,"Full description for ""Chelsea Men's Casual"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:48:36",chelsea-men-s-casual,chelsea-men-s-casual-79.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010-offwhite-m,,Default,simple,Men,"Default Category",base,Independent,,,,"2015-11-11 21:48:36",,,,,"Full description for ""Chelsea Men's Casual"" coming soon...",,,,0,,,,,"Full description for ""Chelsea Men's Casual"" coming soon...","Chelsea Men's Casual","Chelsea Men's Casual",,,,,"Chelsea Men's Casual",,,"Product Info Column",,9.9900,white,0,"Full description for ""Chelsea Men's Casual"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:48:36",chelsea-men-s-casual,chelsea-men-s-casual-80.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010-darkcharcoal-m,,Default,simple,Men,"Default Category",base,Independent,,,,"2015-11-11 21:48:37",,,,,"Full description for ""Chelsea Men's Casual"" coming soon...",,,,0,,,,,"Full description for ""Chelsea Men's Casual"" coming soon...","Chelsea Men's Casual","Chelsea Men's Casual",,,,,"Chelsea Men's Casual",,,"Product Info Column",,9.9900,black,0,"Full description for ""Chelsea Men's Casual"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:48:37",chelsea-men-s-casual,chelsea-men-s-casual-81.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10010-darkgrey-m,,Default,simple,Men,"Default Category",base,Independent,,,,"2015-11-11 21:48:37",,,,,"Full description for ""Chelsea Men's Casual"" coming soon...",,,,0,,,,,"Full description for ""Chelsea Men's Casual"" coming soon...","Chelsea Men's Casual","Chelsea Men's Casual",,,,,"Chelsea Men's Casual",,,"Product Info Column",,9.9900,grey,0,"Full description for ""Chelsea Men's Casual"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:48:37",chelsea-men-s-casual,chelsea-men-s-casual-82.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10011-royalblue-s,,Default,simple,Men,"Default Category",base,Nike,,,,"2015-11-11 21:48:37",,,,,"Full description for ""Chelsea Men's Tennis"" coming soon...",,,,0,,,,,"Full description for ""Chelsea Men's Tennis"" coming soon...","Chelsea Men's Tennis","Chelsea Men's Tennis",,,,,"Chelsea Men's Tennis",,,"Product Info Column",,14.9900,blue,0,"Full description for ""Chelsea Men's Tennis"" coming soon...",S,,,,,,1,4,,,"2015-11-11 21:48:37",chelsea-men-s-tennis,chelsea-men-s-tennis.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10011-royalblue-m,,Default,simple,Men,"Default Category",base,Nike,,,,"2015-11-11 21:48:37",,,,,"Full description for ""Chelsea Men's Tennis"" coming soon...",,,,0,,,,,"Full description for ""Chelsea Men's Tennis"" coming soon...","Chelsea Men's Tennis","Chelsea Men's Tennis",,,,,"Chelsea Men's Tennis",,,"Product Info Column",,14.9900,blue,0,"Full description for ""Chelsea Men's Tennis"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:48:37",chelsea-men-s-tennis,chelsea-men-s-tennis-84.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10011-royalblue-l,,Default,simple,Men,"Default Category",base,Nike,,,,"2015-11-11 21:48:37",,,,,"Full description for ""Chelsea Men's Tennis"" coming soon...",,,,0,,,,,"Full description for ""Chelsea Men's Tennis"" coming soon...","Chelsea Men's Tennis","Chelsea Men's Tennis",,,,,"Chelsea Men's Tennis",,,"Product Info Column",,14.9900,blue,0,"Full description for ""Chelsea Men's Tennis"" coming soon...",L,,,,,,1,4,,,"2015-11-11 21:48:37",chelsea-men-s-tennis,chelsea-men-s-tennis-85.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012-skyblue-xs,,Default,simple,Men,"Default Category",base,Adidas,,,,"2015-11-11 21:48:37",,,,,"Full description for ""Liverpool Men's Casual"" coming soon...",,,,0,,,,,"Full description for ""Liverpool Men's Casual"" coming soon...","Liverpool Men's Casual","Liverpool Men's Casual",,,,,"Liverpool Men's Casual",,,"Product Info Column",,19.9900,blue,0,"Full description for ""Liverpool Men's Casual"" coming soon...",XS,,,,,,1,4,,,"2015-11-11 21:48:37",liverpool-men-s-casual,liverpool-men-s-casual.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012-skyblue-s,,Default,simple,Men,"Default Category",base,Adidas,,,,"2015-11-11 21:48:38",,,,,"Full description for ""Liverpool Men's Casual"" coming soon...",,,,0,,,,,"Full description for ""Liverpool Men's Casual"" coming soon...","Liverpool Men's Casual","Liverpool Men's Casual",,,,,"Liverpool Men's Casual",,,"Product Info Column",,19.9900,blue,0,"Full description for ""Liverpool Men's Casual"" coming soon...",S,,,,,,1,4,,,"2015-11-11 21:48:38",liverpool-men-s-casual,liverpool-men-s-casual-87.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012-skyblue-m,,Default,simple,Men,"Default Category",base,Adidas,,,,"2015-11-11 21:48:38",,,,,"Full description for ""Liverpool Men's Casual"" coming soon...",,,,0,,,,,"Full description for ""Liverpool Men's Casual"" coming soon...","Liverpool Men's Casual","Liverpool Men's Casual",,,,,"Liverpool Men's Casual",,,"Product Info Column",,19.9900,blue,0,"Full description for ""Liverpool Men's Casual"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:48:38",liverpool-men-s-casual,liverpool-men-s-casual-88.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012-skyblue-l,,Default,simple,Men,"Default Category",base,Adidas,,,,"2015-11-11 21:48:38",,,,,"Full description for ""Liverpool Men's Casual"" coming soon...",,,,0,,,,,"Full description for ""Liverpool Men's Casual"" coming soon...","Liverpool Men's Casual","Liverpool Men's Casual",,,,,"Liverpool Men's Casual",,,"Product Info Column",,19.9900,blue,0,"Full description for ""Liverpool Men's Casual"" coming soon...",L,,,,,,1,4,,,"2015-11-11 21:48:38",liverpool-men-s-casual,liverpool-men-s-casual-89.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012-skyblue-xl,,Default,simple,Men,"Default Category",base,Adidas,,,,"2015-11-11 21:48:38",,,,,"Full description for ""Liverpool Men's Casual"" coming soon...",,,,0,,,,,"Full description for ""Liverpool Men's Casual"" coming soon...","Liverpool Men's Casual","Liverpool Men's Casual",,,,,"Liverpool Men's Casual",,,"Product Info Column",,19.9900,blue,0,"Full description for ""Liverpool Men's Casual"" coming soon...",XL,,,,,,1,4,,,"2015-11-11 21:48:38",liverpool-men-s-casual,liverpool-men-s-casual-90.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012-offwhite-xs,,Default,simple,Men,"Default Category",base,Adidas,,,,"2015-11-11 21:48:38",,,,,"Full description for ""Liverpool Men's Casual"" coming soon...",,,,0,,,,,"Full description for ""Liverpool Men's Casual"" coming soon...","Liverpool Men's Casual","Liverpool Men's Casual",,,,,"Liverpool Men's Casual",,,"Product Info Column",,19.9900,white,0,"Full description for ""Liverpool Men's Casual"" coming soon...",XS,,,,,,1,4,,,"2015-11-11 21:48:38",liverpool-men-s-casual,liverpool-men-s-casual-91.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012-offwhite-s,,Default,simple,Men,"Default Category",base,Adidas,,,,"2015-11-11 21:48:38",,,,,"Full description for ""Liverpool Men's Casual"" coming soon...",,,,0,,,,,"Full description for ""Liverpool Men's Casual"" coming soon...","Liverpool Men's Casual","Liverpool Men's Casual",,,,,"Liverpool Men's Casual",,,"Product Info Column",,19.9900,white,0,"Full description for ""Liverpool Men's Casual"" coming soon...",S,,,,,,1,4,,,"2015-11-11 21:48:38",liverpool-men-s-casual,liverpool-men-s-casual-92.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012-offwhite-m,,Default,simple,Men,"Default Category",base,Adidas,,,,"2015-11-11 21:48:39",,,,,"Full description for ""Liverpool Men's Casual"" coming soon...",,,,0,,,,,"Full description for ""Liverpool Men's Casual"" coming soon...","Liverpool Men's Casual","Liverpool Men's Casual",,,,,"Liverpool Men's Casual",,,"Product Info Column",,19.9900,white,0,"Full description for ""Liverpool Men's Casual"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:48:39",liverpool-men-s-casual,liverpool-men-s-casual-93.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012-offwhite-l,,Default,simple,Men,"Default Category",base,Adidas,,,,"2015-11-11 21:48:39",,,,,"Full description for ""Liverpool Men's Casual"" coming soon...",,,,0,,,,,"Full description for ""Liverpool Men's Casual"" coming soon...","Liverpool Men's Casual","Liverpool Men's Casual",,,,,"Liverpool Men's Casual",,,"Product Info Column",,19.9900,white,0,"Full description for ""Liverpool Men's Casual"" coming soon...",L,,,,,,1,4,,,"2015-11-11 21:48:39",liverpool-men-s-casual,liverpool-men-s-casual-94.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10012-offwhite-xl,,Default,simple,Men,"Default Category",base,Adidas,,,,"2015-11-11 21:48:39",,,,,"Full description for ""Liverpool Men's Casual"" coming soon...",,,,0,,,,,"Full description for ""Liverpool Men's Casual"" coming soon...","Liverpool Men's Casual","Liverpool Men's Casual",,,,,"Liverpool Men's Casual",,,"Product Info Column",,19.9900,white,0,"Full description for ""Liverpool Men's Casual"" coming soon...",XL,,,,,,1,4,,,"2015-11-11 21:48:39",liverpool-men-s-casual,liverpool-men-s-casual-95.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10013-brightwhite-m,,Default,simple,Men,"Default Category",base,Gap,,,,"2015-11-11 21:48:39",,,,,"Full description for ""Liverpool Men's Tennis"" coming soon...",,,,0,,,,,"Full description for ""Liverpool Men's Tennis"" coming soon...","Liverpool Men's Tennis","Liverpool Men's Tennis",,,,,"Liverpool Men's Tennis",,,"Product Info Column",,4.9900,white,0,"Full description for ""Liverpool Men's Tennis"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:48:39",liverpool-men-s-tennis,liverpool-men-s-tennis.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10013-pureblack-m,,Default,simple,Men,"Default Category",base,Gap,,,,"2015-11-11 21:48:39",,,,,"Full description for ""Liverpool Men's Tennis"" coming soon...",,,,0,,,,,"Full description for ""Liverpool Men's Tennis"" coming soon...","Liverpool Men's Tennis","Liverpool Men's Tennis",,,,,"Liverpool Men's Tennis",,,"Product Info Column",,4.9900,black,0,"Full description for ""Liverpool Men's Tennis"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:48:39",liverpool-men-s-tennis,liverpool-men-s-tennis-97.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10013-lightgrey-m,,Default,simple,Men,"Default Category",base,Gap,,,,"2015-11-11 21:48:39",,,,,"Full description for ""Liverpool Men's Tennis"" coming soon...",,,,0,,,,,"Full description for ""Liverpool Men's Tennis"" coming soon...","Liverpool Men's Tennis","Liverpool Men's Tennis",,,,,"Liverpool Men's Tennis",,,"Product Info Column",,4.9900,grey,0,"Full description for ""Liverpool Men's Tennis"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:48:39",liverpool-men-s-tennis,liverpool-men-s-tennis-98.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014-offwhite-s,,Default,simple,Men,"Default Category",base,Uniqlo,,,,"2015-11-11 21:48:40",,,,,"Full description for ""Liverpool Men's Baggy"" coming soon...",,,,0,,,,,"Full description for ""Liverpool Men's Baggy"" coming soon...","Liverpool Men's Baggy","Liverpool Men's Baggy",,,,,"Liverpool Men's Baggy",,,"Product Info Column",,9.9900,white,0,"Full description for ""Liverpool Men's Baggy"" coming soon...",S,,,,,,1,4,,,"2015-11-11 21:48:40",liverpool-men-s-baggy,liverpool-men-s-baggy.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014-offwhite-m,,Default,simple,Men,"Default Category",base,Uniqlo,,,,"2015-11-11 21:48:40",,,,,"Full description for ""Liverpool Men's Baggy"" coming soon...",,,,0,,,,,"Full description for ""Liverpool Men's Baggy"" coming soon...","Liverpool Men's Baggy","Liverpool Men's Baggy",,,,,"Liverpool Men's Baggy",,,"Product Info Column",,9.9900,white,0,"Full description for ""Liverpool Men's Baggy"" coming soon...",M,,,,,,1,4,,,"2015-11-11 21:48:40",liverpool-men-s-baggy,liverpool-men-s-baggy-100.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014-offwhite-l,,Default,simple,Men,"Default Category",base,Uniqlo,,,,"2015-11-11 21:48:40",,,,,"Full description for ""Liverpool Men's Baggy"" coming soon...",,,,0,,,,,"Full description for ""Liverpool Men's Baggy"" coming soon...","Liverpool Men's Baggy","Liverpool Men's Baggy",,,,,"Liverpool Men's Baggy",,,"Product Info Column",,9.9900,white,0,"Full description for ""Liverpool Men's Baggy"" coming soon...",L,,,,,,1,4,,,"2015-11-11 21:48:40",liverpool-men-s-baggy,liverpool-men-s-baggy-101.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10014-darkcharcoal-s,,Default,simple,Men,"Default Category",base,Uniqlo,,,,"2015-11-11 21:48:40",,,,,"Full description for ""Liverpool Men's Baggy"" coming soon...",,,,0,,,,,"Full description for ""Liverpool Men's Baggy"" coming soon...","Liverpool Men's Baggy","Liverpool Men's Baggy",,,,,"Liverpool Men's Baggy",,,"Product Info Column",,9.9900,black,0,"Full description for ""Liverpool Men's Baggy"" coming soon...",S,,,,,,1,4,,,"2015-11-11 21:48:40",liverpool-men-s-baggy,liverpool-men-s-baggy-102.html,4,4.0000,100.0000,0.0000,1,0,0,1,1.0000,1,0.0000,1,1,,1,0,1,0,1,0.0000,1,0,0,,,,,,,,,,,,,,,,,,,,,
,,,,Men/Sport,"Default Category",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
